usertype,start_station_name,end_station_name,route,num_of_trips,duration
Subscriber,Howard St & Centre St,Great Jones St,Howard St & Centre St to Great Jones St,2800,6.75
Subscriber,E 39 St & 3 Ave,Broadway & W 41 St,E 39 St & 3 Ave to Broadway & W 41 St,2799,8.92
Subscriber,8 Ave & W 33 St,W 53 St & 10 Ave,8 Ave & W 33 St to W 53 St & 10 Ave,2799,12.02
Subscriber,E 7 St & Avenue A,Broadway & E 22 St,E 7 St & Avenue A to Broadway & E 22 St,2798,11.51
Subscriber,Pershing Square North,W 43 St & 10 Ave,Pershing Square North to W 43 St & 10 Ave,2796,9.83
Subscriber,W 21 St & 6 Ave,W 27 St & 7 Ave,W 21 St & 6 Ave to W 27 St & 7 Ave,2795,6.58
Subscriber,Bank St & Hudson St,W 17 St & 8 Ave,Bank St & Hudson St to W 17 St & 8 Ave,2795,4.68
Subscriber,W 13 St & 7 Ave,Washington St & Gansevoort St,W 13 St & 7 Ave to Washington St & Gansevoort St,2795,6.01
Subscriber,Vesey Pl & River Terrace,8 Ave & W 31 St,Vesey Pl & River Terrace to 8 Ave & W 31 St,2795,21.17
Subscriber,W 18 St & 6 Ave,W 27 St & 7 Ave,W 18 St & 6 Ave to W 27 St & 7 Ave,2794,7.0
Subscriber,Murray St & West St,Little West St & 1 Pl,Murray St & West St to Little West St & 1 Pl,2793,7.82
Subscriber,8 Ave & W 31 St,Broadway & E 22 St,8 Ave & W 31 St to Broadway & E 22 St,2791,10.02
Subscriber,E 47 St & Park Ave,Broadway & W 55 St,E 47 St & Park Ave to Broadway & W 55 St,2791,9.81
Subscriber,Broadway & W 24 St,University Pl & E 14 St,Broadway & W 24 St to University Pl & E 14 St,2791,7.04
Subscriber,Howard St & Centre St,Barclay St & Church St,Howard St & Centre St to Barclay St & Church St,2790,8.57
Subscriber,W 33 St & 7 Ave,E 39 St & 3 Ave,W 33 St & 7 Ave to E 39 St & 3 Ave,2789,9.65
Subscriber,Greenwich Ave & 8 Ave,W 27 St & 7 Ave,Greenwich Ave & 8 Ave to W 27 St & 7 Ave,2789,8.84
Subscriber,Clinton St & Grand St,Canal St & Rutgers St,Clinton St & Grand St to Canal St & Rutgers St,2786,5.55
Customer,Cadman Plaza E & Tillary St,Old Fulton St,Cadman Plaza E & Tillary St to Old Fulton St,2784,16.98
Subscriber,E 81 St & York Ave,E 85 St & 3 Ave,E 81 St & York Ave to E 85 St & 3 Ave,2781,5.68
Subscriber,E 20 St & Park Ave,1 Ave & E 18 St,E 20 St & Park Ave to 1 Ave & E 18 St,2777,5.3
Subscriber,11 Ave & W 27 St,W 25 St & 6 Ave,11 Ave & W 27 St to W 25 St & 6 Ave,2777,9.06
Subscriber,E 23 St & 1 Ave,E 23 St & 1 Ave,E 23 St & 1 Ave to E 23 St & 1 Ave,2777,19.89
Subscriber,E 2 St & Avenue B,E 2 St & Avenue B,E 2 St & Avenue B to E 2 St & Avenue B,2776,15.93
Customer,Brooklyn Bridge Park - Pier 2,Old Fulton St,Brooklyn Bridge Park - Pier 2 to Old Fulton St,2775,18.61
Subscriber,Broadway & E 22 St,W 24 St & 7 Ave,Broadway & E 22 St to W 24 St & 7 Ave,2775,7.02
Subscriber,Great Jones St,E 10 St & Avenue A,Great Jones St to E 10 St & Avenue A,2775,9.15
Subscriber,W 20 St & 7 Ave,8 Ave & W 31 St,W 20 St & 7 Ave to 8 Ave & W 31 St,2775,7.28
Subscriber,St Marks Pl & 1 Ave,E 17 St & Broadway,St Marks Pl & 1 Ave to E 17 St & Broadway,2774,9.03
Subscriber,E 7 St & Avenue A,E 13 St & Avenue A,E 7 St & Avenue A to E 13 St & Avenue A,2773,3.66
Subscriber,W 51 St & 6 Ave,W 41 St & 8 Ave,W 51 St & 6 Ave to W 41 St & 8 Ave,2772,8.38
Subscriber,Myrtle Ave & St Edwards St,Willoughby St & Fleet St,Myrtle Ave & St Edwards St to Willoughby St & Fleet St,2771,3.38
Subscriber,Clark St & Henry St,Old Fulton St,Clark St & Henry St to Old Fulton St,2769,7.16
Subscriber,Broadway & W 58 St,E 47 St & Park Ave,Broadway & W 58 St to E 47 St & Park Ave,2769,10.65
Subscriber,Stanton St & Chrystie St,Canal St & Rutgers St,Stanton St & Chrystie St to Canal St & Rutgers St,2769,8.1
Subscriber,W 13 St & 6 Ave,Lafayette St & E 8 St,W 13 St & 6 Ave to Lafayette St & E 8 St,2768,7.76
Subscriber,MacDougal St & Prince St,West St & Chambers St,MacDougal St & Prince St to West St & Chambers St,2767,11.39
Customer,5 Ave & E 88 St,Central Park West & W 85 St,5 Ave & E 88 St to Central Park West & W 85 St,2766,29.98
Subscriber,E 17 St & Broadway,E 15 St & 3 Ave,E 17 St & Broadway to E 15 St & 3 Ave,2765,4.97
Subscriber,Lexington Ave & E 24 St,E 39 St & 3 Ave,Lexington Ave & E 24 St to E 39 St & 3 Ave,2765,7.7
Subscriber,E 53 St & Madison Ave,W 33 St & 7 Ave,E 53 St & Madison Ave to W 33 St & 7 Ave,2764,12.81
Subscriber,Pike St & E Broadway,Columbia St & Rivington St,Pike St & E Broadway to Columbia St & Rivington St,2761,9.65
Subscriber,E 25 St & 1 Ave,W 31 St & 7 Ave,E 25 St & 1 Ave to W 31 St & 7 Ave,2760,11.3
Subscriber,Forsyth St & Broome St,Forsyth St & Broome St,Forsyth St & Broome St to Forsyth St & Broome St,2760,15.44
Subscriber,E 17 St & Broadway,E 12 St & 3 Ave,E 17 St & Broadway to E 12 St & 3 Ave,2760,5.84
Subscriber,W 21 St & 6 Ave,9 Ave & W 16 St,W 21 St & 6 Ave to 9 Ave & W 16 St,2759,7.46
Subscriber,Barclay St & Church St,St James Pl & Oliver St,Barclay St & Church St to St James Pl & Oliver St,2759,8.27
Subscriber,E 23 St & 1 Ave,E 39 St & 2 Ave,E 23 St & 1 Ave to E 39 St & 2 Ave,2756,8.19
Subscriber,8 Ave & W 31 St,9 Ave & W 45 St,8 Ave & W 31 St to 9 Ave & W 45 St,2755,9.07
Subscriber,S 3 St & Bedford Ave,Metropolitan Ave & Bedford Ave,S 3 St & Bedford Ave to Metropolitan Ave & Bedford Ave,2755,4.74
Subscriber,Warren St & Church St,Vesey Pl & River Terrace,Warren St & Church St to Vesey Pl & River Terrace,2755,5.95
Customer,Central Park West & W 76 St,Central Park West & W 76 St,Central Park West & W 76 St to Central Park West & W 76 St,2754,45.87
Subscriber,1 Ave & E 18 St,1 Ave & E 30 St,1 Ave & E 18 St to 1 Ave & E 30 St,2753,5.46
Subscriber,E 13 St & Avenue A,W 13 St & 6 Ave,E 13 St & Avenue A to W 13 St & 6 Ave,2753,9.74
Subscriber,Central Park West & W 68 St,Grand Army Plaza & Central Park S,Central Park West & W 68 St to Grand Army Plaza & Central Park S,2752,7.12
Subscriber,E 10 St & Avenue A,University Pl & E 14 St,E 10 St & Avenue A to University Pl & E 14 St,2751,9.11
Subscriber,8 Ave & W 31 St,Broadway & W 53 St,8 Ave & W 31 St to Broadway & W 53 St,2751,11.27
Subscriber,2 Ave & E 31 St,E 15 St & 3 Ave,2 Ave & E 31 St to E 15 St & 3 Ave,2750,8.16
Subscriber,E 48 St & 5 Ave,W 41 St & 8 Ave,E 48 St & 5 Ave to W 41 St & 8 Ave,2749,8.0
Subscriber,Fulton St & Utica Ave,Lewis Ave & Madison St,Fulton St & Utica Ave to Lewis Ave & Madison St,2748,7.85
Subscriber,E 12 St & 3 Ave,LaGuardia Pl & W 3 St,E 12 St & 3 Ave to LaGuardia Pl & W 3 St,2748,8.61
Subscriber,St Marks Pl & 2 Ave,E 10 St & Avenue A,St Marks Pl & 2 Ave to E 10 St & Avenue A,2747,5.5
Subscriber,E 2 St & Avenue B,Lafayette St & E 8 St,E 2 St & Avenue B to Lafayette St & E 8 St,2747,8.81
Subscriber,E 16 St & Irving Pl,W 38 St & 8 Ave,E 16 St & Irving Pl to W 38 St & 8 Ave,2746,15.04
Subscriber,Forsyth St & Broome St,Columbia St & Rivington St,Forsyth St & Broome St to Columbia St & Rivington St,2746,9.44
Subscriber,E 45 St & 3 Ave,E 58 St & 3 Ave,E 45 St & 3 Ave to E 58 St & 3 Ave,2746,6.73
Subscriber,Barrow St & Hudson St,W 21 St & 6 Ave,Barrow St & Hudson St to W 21 St & 6 Ave,2746,11.56
Subscriber,MacDougal St & Prince St,Barrow St & Hudson St,MacDougal St & Prince St to Barrow St & Hudson St,2745,6.43
Subscriber,Broadway & E 22 St,6 Ave & W 33 St,Broadway & E 22 St to 6 Ave & W 33 St,2744,7.84
Subscriber,Adelphi St & Myrtle Ave,Lawrence St & Willoughby St,Adelphi St & Myrtle Ave to Lawrence St & Willoughby St,2743,6.97
Subscriber,Allen St & Hester St,Cleveland Pl & Spring St,Allen St & Hester St to Cleveland Pl & Spring St,2743,7.5
Subscriber,Carlton Ave & Flushing Ave,York St & Jay St,Carlton Ave & Flushing Ave to York St & Jay St,2743,7.12
Subscriber,Pearl St & Hanover Square,Vesey Pl & River Terrace,Pearl St & Hanover Square to Vesey Pl & River Terrace,2740,10.99
Subscriber,W 22 St & 8 Ave,W 24 St & 7 Ave,W 22 St & 8 Ave to W 24 St & 7 Ave,2740,5.91
Subscriber,W 38 St & 8 Ave,W 24 St & 7 Ave,W 38 St & 8 Ave to W 24 St & 7 Ave,2740,8.88
Subscriber,E 14 St & Avenue B,W 13 St & 6 Ave,E 14 St & Avenue B to W 13 St & 6 Ave,2739,10.79
Subscriber,Lafayette St & E 8 St,MacDougal St & Prince St,Lafayette St & E 8 St to MacDougal St & Prince St,2739,8.81
Subscriber,Lafayette St & E 8 St,MacDougal St & Washington Sq,Lafayette St & E 8 St to MacDougal St & Washington Sq,2738,6.39
Subscriber,E 2 St & Avenue B,Broadway & E 14 St,E 2 St & Avenue B to Broadway & E 14 St,2738,10.9
Subscriber,W 31 St & 7 Ave,Broadway & W 29 St,W 31 St & 7 Ave to Broadway & W 29 St,2738,4.64
Subscriber,Mercer St & Bleecker St,E 12 St & 3 Ave,Mercer St & Bleecker St to E 12 St & 3 Ave,2736,6.62
Subscriber,W 42 St & 8 Ave,Broadway & W 49 St,W 42 St & 8 Ave to Broadway & W 49 St,2735,5.65
Subscriber,E 17 St & Broadway,E 24 St & Park Ave S,E 17 St & Broadway to E 24 St & Park Ave S,2734,5.42
Subscriber,W 33 St & 7 Ave,E 33 St & 5 Ave,W 33 St & 7 Ave to E 33 St & 5 Ave,2734,4.91
Subscriber,Greenwich Ave & Charles St,W 18 St & 6 Ave,Greenwich Ave & Charles St to W 18 St & 6 Ave,2734,6.39
Subscriber,E 33 St & 5 Ave,2 Ave & E 31 St,E 33 St & 5 Ave to 2 Ave & E 31 St,2733,6.37
Subscriber,Amsterdam Ave & W 73 St,W 84 St & Columbus Ave,Amsterdam Ave & W 73 St to W 84 St & Columbus Ave,2733,7.1
Subscriber,University Pl & E 14 St,E 7 St & Avenue A,University Pl & E 14 St to E 7 St & Avenue A,2733,10.35
Subscriber,Broadway & E 14 St,W 18 St & 6 Ave,Broadway & E 14 St to W 18 St & 6 Ave,2733,6.69
Subscriber,W 26 St & 8 Ave,W 41 St & 8 Ave,W 26 St & 8 Ave to W 41 St & 8 Ave,2732,8.08
Subscriber,8 Ave & W 33 St,Broadway & W 60 St,8 Ave & W 33 St to Broadway & W 60 St,2730,14.36
Subscriber,E 16 St & 5 Ave,W 31 St & 7 Ave,E 16 St & 5 Ave to W 31 St & 7 Ave,2729,8.92
Subscriber,W 15 St & 7 Ave,9 Ave & W 16 St,W 15 St & 7 Ave to 9 Ave & W 16 St,2729,4.07
Customer,Central Park S & 6 Ave,Broadway & W 58 St,Central Park S & 6 Ave to Broadway & W 58 St,2728,44.77
Subscriber,Watts St & Greenwich St,Watts St & Greenwich St,Watts St & Greenwich St to Watts St & Greenwich St,2727,21.21
Subscriber,11 Ave & W 41 St,West St & Chambers St,11 Ave & W 41 St to West St & Chambers St,2727,22.13
Subscriber,MacDougal St & Washington Sq,Mercer St & Bleecker St,MacDougal St & Washington Sq to Mercer St & Bleecker St,2726,5.35
Subscriber,2 Ave & E 31 St,E 20 St & FDR Drive,2 Ave & E 31 St to E 20 St & FDR Drive,2725,8.93
Subscriber,E 13 St & Avenue A,E 13 St & Avenue A,E 13 St & Avenue A to E 13 St & Avenue A,2725,16.32
Subscriber,W 4 St & 7 Ave S,Barrow St & Hudson St,W 4 St & 7 Ave S to Barrow St & Hudson St,2724,5.55
Subscriber,W 56 St & 10 Ave,Broadway & W 55 St,W 56 St & 10 Ave to Broadway & W 55 St,2724,5.09
Subscriber,6 Ave & W 33 St,W 49 St & 8 Ave,6 Ave & W 33 St to W 49 St & 8 Ave,2723,11.09
Subscriber,Forsyth St & Broome St,Cleveland Pl & Spring St,Forsyth St & Broome St to Cleveland Pl & Spring St,2722,5.38
Subscriber,E 39 St & 3 Ave,2 Ave & E 31 St,E 39 St & 3 Ave to 2 Ave & E 31 St,2721,5.73
Subscriber,South End Ave & Liberty St,Warren St & Church St,South End Ave & Liberty St to Warren St & Church St,2721,7.54
Subscriber,N 6 St & Bedford Ave,Broadway & Berry St,N 6 St & Bedford Ave to Broadway & Berry St,2721,7.81
Subscriber,Cherry St,Canal St & Rutgers St,Cherry St to Canal St & Rutgers St,2720,7.46
Subscriber,Water - Whitehall Plaza,South End Ave & Liberty St,Water - Whitehall Plaza to South End Ave & Liberty St,2720,9.06
Subscriber,E 17 St & Broadway,E 11 St & 1 Ave,E 17 St & Broadway to E 11 St & 1 Ave,2719,8.34
Subscriber,Lexington Ave & E 24 St,E 33 St & 5 Ave,Lexington Ave & E 24 St to E 33 St & 5 Ave,2718,7.01
Subscriber,W 34 St & 11 Ave,12 Ave & W 40 St,W 34 St & 11 Ave to 12 Ave & W 40 St,2718,9.78
Subscriber,W 53 St & 10 Ave,Broadway & W 51 St,W 53 St & 10 Ave to Broadway & W 51 St,2717,6.09
Subscriber,Broadway & W 53 St,Broadway & W 49 St,Broadway & W 53 St to Broadway & W 49 St,2716,3.38
Subscriber,Christopher St & Greenwich St,MacDougal St & Prince St,Christopher St & Greenwich St to MacDougal St & Prince St,2714,8.48
Subscriber,Broadway & E 14 St,W 11 St & 6 Ave,Broadway & E 14 St to W 11 St & 6 Ave,2712,5.19
Subscriber,W 49 St & 8 Ave,W 39 St & 9 Ave,W 49 St & 8 Ave to W 39 St & 9 Ave,2712,13.19
Subscriber,E 25 St & 2 Ave,W 25 St & 6 Ave,E 25 St & 2 Ave to W 25 St & 6 Ave,2712,8.95
Subscriber,E 20 St & 2 Ave,E 4 St & 2 Ave,E 20 St & 2 Ave to E 4 St & 2 Ave,2712,9.24
Subscriber,Forsyth St & Broome St,Avenue D & E 3 St,Forsyth St & Broome St to Avenue D & E 3 St,2712,10.58
Subscriber,W 43 St & 10 Ave,W 53 St & 10 Ave,W 43 St & 10 Ave to W 53 St & 10 Ave,2711,5.07
Subscriber,1 Ave & E 15 St,Broadway & E 14 St,1 Ave & E 15 St to Broadway & E 14 St,2710,7.04
Subscriber,1 Ave & E 30 St,W 38 St & 8 Ave,1 Ave & E 30 St to W 38 St & 8 Ave,2710,14.14
Subscriber,South St & Gouverneur Ln,South End Ave & Liberty St,South St & Gouverneur Ln to South End Ave & Liberty St,2707,12.88
Subscriber,Vesey Pl & River Terrace,Greenwich St & Warren St,Vesey Pl & River Terrace to Greenwich St & Warren St,2707,6.82
Subscriber,Metropolitan Ave & Bedford Ave,Kent Ave & S 11 St,Metropolitan Ave & Bedford Ave to Kent Ave & S 11 St,2707,8.75
Subscriber,E 23 St & 1 Ave,E 15 St & 3 Ave,E 23 St & 1 Ave to E 15 St & 3 Ave,2707,6.48
Subscriber,1 Ave & E 18 St,E 20 St & Park Ave,1 Ave & E 18 St to E 20 St & Park Ave,2706,5.59
Subscriber,E 11 St & 1 Ave,University Pl & E 14 St,E 11 St & 1 Ave to University Pl & E 14 St,2706,6.94
Subscriber,E 15 St & 3 Ave,E 25 St & 2 Ave,E 15 St & 3 Ave to E 25 St & 2 Ave,2705,7.42
Subscriber,W 20 St & 8 Ave,E 17 St & Broadway,W 20 St & 8 Ave to E 17 St & Broadway,2703,7.49
Subscriber,Greenpoint Ave & Manhattan Ave,Vernon Blvd & 50 Ave,Greenpoint Ave & Manhattan Ave to Vernon Blvd & 50 Ave,2703,8.22
Subscriber,E 48 St & 3 Ave,FDR Drive & E 35 St,E 48 St & 3 Ave to FDR Drive & E 35 St,2703,8.84
Subscriber,Broadway & E 22 St,Greenwich Ave & 8 Ave,Broadway & E 22 St to Greenwich Ave & 8 Ave,2703,9.61
Subscriber,8 Ave & W 31 St,E 43 St & Vanderbilt Ave,8 Ave & W 31 St to E 43 St & Vanderbilt Ave,2702,11.57
Subscriber,University Pl & E 14 St,University Pl & E 14 St,University Pl & E 14 St to University Pl & E 14 St,2700,15.88
Subscriber,Sullivan St & Washington Sq,W 21 St & 6 Ave,Sullivan St & Washington Sq to W 21 St & 6 Ave,2698,8.92
Subscriber,E 51 St & Lexington Ave,W 51 St & 6 Ave,E 51 St & Lexington Ave to W 51 St & 6 Ave,2698,5.55
Subscriber,W 22 St & 8 Ave,W 16 St & The High Line,W 22 St & 8 Ave to W 16 St & The High Line,2697,5.56
Subscriber,Lawrence St & Willoughby St,Clinton Ave & Myrtle Ave,Lawrence St & Willoughby St to Clinton Ave & Myrtle Ave,2696,9.43
Subscriber,W 4 St & 7 Ave S,W 18 St & 6 Ave,W 4 St & 7 Ave S to W 18 St & 6 Ave,2696,7.27
Subscriber,Pershing Square North,W 37 St & 10 Ave,Pershing Square North to W 37 St & 10 Ave,2696,11.59
Subscriber,6 Ave & W 33 St,Pershing Square South,6 Ave & W 33 St to Pershing Square South,2695,7.54
Subscriber,Barclay St & Church St,Water - Whitehall Plaza,Barclay St & Church St to Water - Whitehall Plaza,2694,8.49
Customer,West St & Chambers St,W 14 St & The High Line,West St & Chambers St to W 14 St & The High Line,2693,22.51
Subscriber,University Pl & E 14 St,W 11 St & 6 Ave,University Pl & E 14 St to W 11 St & 6 Ave,2691,4.33
Subscriber,W 38 St & 8 Ave,E 17 St & Broadway,W 38 St & 8 Ave to E 17 St & Broadway,2691,13.62
Subscriber,Elizabeth St & Hester St,Columbia St & Rivington St,Elizabeth St & Hester St to Columbia St & Rivington St,2690,13.66
Subscriber,E 33 St & 2 Ave,E 11 St & 2 Ave,E 33 St & 2 Ave to E 11 St & 2 Ave,2689,9.47
Subscriber,Broadway & E 22 St,St Marks Pl & 2 Ave,Broadway & E 22 St to St Marks Pl & 2 Ave,2689,11.26
Subscriber,Lafayette St & Jersey St,MacDougal St & Prince St,Lafayette St & Jersey St to MacDougal St & Prince St,2687,5.96
Subscriber,St Marks Pl & 2 Ave,Suffolk St & Stanton St,St Marks Pl & 2 Ave to Suffolk St & Stanton St,2686,9.16
Subscriber,Macon St & Nostrand Ave,Halsey St & Tompkins Ave,Macon St & Nostrand Ave to Halsey St & Tompkins Ave,2685,7.57
Subscriber,W 21 St & 6 Ave,W 37 St & 10 Ave,W 21 St & 6 Ave to W 37 St & 10 Ave,2684,13.2
Subscriber,Atlantic Ave & Furman St,Atlantic Ave & Furman St,Atlantic Ave & Furman St to Atlantic Ave & Furman St,2684,27.8
Subscriber,Cooper Square & E 7 St,E 6 St & Avenue B,Cooper Square & E 7 St to E 6 St & Avenue B,2684,5.5
Subscriber,Murray St & West St,South End Ave & Liberty St,Murray St & West St to South End Ave & Liberty St,2684,5.89
Subscriber,Broadway & W 37 St,Pershing Square North,Broadway & W 37 St to Pershing Square North,2683,6.69
Subscriber,Great Jones St,MacDougal St & Prince St,Great Jones St to MacDougal St & Prince St,2683,7.36
Subscriber,5 Ave & E 29 St,W 21 St & 6 Ave,5 Ave & E 29 St to W 21 St & 6 Ave,2683,6.9
Subscriber,W 15 St & 7 Ave,Carmine St & 6 Ave,W 15 St & 7 Ave to Carmine St & 6 Ave,2681,7.47
Subscriber,8 Ave & W 52 St,E 47 St & Park Ave,8 Ave & W 52 St to E 47 St & Park Ave,2681,8.68
Subscriber,W 37 St & 5 Ave,5 Ave & E 29 St,W 37 St & 5 Ave to 5 Ave & E 29 St,2681,4.33
Subscriber,Vesey Pl & River Terrace,Washington St & Gansevoort St,Vesey Pl & River Terrace to Washington St & Gansevoort St,2680,15.65
Subscriber,E 10 St & 5 Ave,Broadway & E 14 St,E 10 St & 5 Ave to Broadway & E 14 St,2680,4.75
Subscriber,Bus Slip & State St,Vesey Pl & River Terrace,Bus Slip & State St to Vesey Pl & River Terrace,2680,10.86
Subscriber,E 25 St & 2 Ave,1 Ave & E 15 St,E 25 St & 2 Ave to 1 Ave & E 15 St,2680,6.05
Subscriber,W 25 St & 6 Ave,11 Ave & W 27 St,W 25 St & 6 Ave to 11 Ave & W 27 St,2679,7.9
Subscriber,E 47 St & Park Ave,Broadway & W 58 St,E 47 St & Park Ave to Broadway & W 58 St,2678,11.99
Subscriber,Barclay St & Church St,Cliff St & Fulton St,Barclay St & Church St to Cliff St & Fulton St,2678,6.18
Subscriber,Centre St & Worth St,Barclay St & Church St,Centre St & Worth St to Barclay St & Church St,2678,6.73
Subscriber,8 Ave & W 52 St,W 42 St & 8 Ave,8 Ave & W 52 St to W 42 St & 8 Ave,2677,6.9
Subscriber,E 17 St & Broadway,MacDougal St & Prince St,E 17 St & Broadway to MacDougal St & Prince St,2677,11.15
Subscriber,E 51 St & 1 Ave,E 51 St & Lexington Ave,E 51 St & 1 Ave to E 51 St & Lexington Ave,2676,4.96
Subscriber,W 13 St & 6 Ave,W 4 St & 7 Ave S,W 13 St & 6 Ave to W 4 St & 7 Ave S,2676,5.31
Subscriber,W 34 St & 11 Ave,West St & Chambers St,W 34 St & 11 Ave to West St & Chambers St,2676,21.53
Subscriber,E 58 St & 3 Ave,Broadway & W 58 St,E 58 St & 3 Ave to Broadway & W 58 St,2675,11.03
Subscriber,E 10 St & 5 Ave,Lafayette St & E 8 St,E 10 St & 5 Ave to Lafayette St & E 8 St,2675,4.65
Subscriber,W 17 St & 8 Ave,E 16 St & 5 Ave,W 17 St & 8 Ave to E 16 St & 5 Ave,2675,6.63
Subscriber,Columbus Ave & W 72 St,Broadway & W 60 St,Columbus Ave & W 72 St to Broadway & W 60 St,2674,6.96
Subscriber,2 Ave & E 31 St,1 Ave & E 15 St,2 Ave & E 31 St to 1 Ave & E 15 St,2674,8.71
Subscriber,W 38 St & 8 Ave,W 43 St & 10 Ave,W 38 St & 8 Ave to W 43 St & 10 Ave,2673,6.27
Subscriber,5 Ave & E 29 St,8 Ave & W 31 St,5 Ave & E 29 St to 8 Ave & W 31 St,2673,6.95
Subscriber,2 Ave & E 31 St,W 33 St & 7 Ave,2 Ave & E 31 St to W 33 St & 7 Ave,2672,9.12
Subscriber,E 9 St & Avenue C,E 13 St & Avenue A,E 9 St & Avenue C to E 13 St & Avenue A,2672,4.81
Subscriber,W 42 St & 8 Ave,W 52 St & 5 Ave,W 42 St & 8 Ave to W 52 St & 5 Ave,2671,9.46
Subscriber,8 Ave & W 31 St,W 16 St & The High Line,8 Ave & W 31 St to W 16 St & The High Line,2670,9.48
Subscriber,10 Ave & W 28 St,W 24 St & 7 Ave,10 Ave & W 28 St to W 24 St & 7 Ave,2670,6.57
Subscriber,E 43 St & Vanderbilt Ave,W 43 St & 10 Ave,E 43 St & Vanderbilt Ave to W 43 St & 10 Ave,2670,9.07
Subscriber,Norfolk St & Broome St,Columbia St & Rivington St,Norfolk St & Broome St to Columbia St & Rivington St,2670,6.27
Subscriber,W 52 St & 11 Ave,8 Ave & W 52 St,W 52 St & 11 Ave to 8 Ave & W 52 St,2669,6.27
Subscriber,W 20 St & 8 Ave,W 22 St & 10 Ave,W 20 St & 8 Ave to W 22 St & 10 Ave,2669,4.87
Subscriber,E 30 St & Park Ave S,W 33 St & 7 Ave,E 30 St & Park Ave S to W 33 St & 7 Ave,2668,6.86
Subscriber,W 33 St & 7 Ave,Pershing Square South,W 33 St & 7 Ave to Pershing Square South,2668,8.6
Subscriber,Broadway & W 51 St,8 Ave & W 33 St,Broadway & W 51 St to 8 Ave & W 33 St,2667,10.95
Subscriber,W 20 St & 11 Ave,Carmine St & 6 Ave,W 20 St & 11 Ave to Carmine St & 6 Ave,2667,14.8
Subscriber,E 16 St & 5 Ave,Pershing Square North,E 16 St & 5 Ave to Pershing Square North,2664,12.76
Subscriber,Broadway & E 22 St,E 16 St & Irving Pl,Broadway & E 22 St to E 16 St & Irving Pl,2662,4.94
Subscriber,W 15 St & 7 Ave,University Pl & E 14 St,W 15 St & 7 Ave to University Pl & E 14 St,2662,6.64
Subscriber,Clinton St & Joralemon St,Henry St & Atlantic Ave,Clinton St & Joralemon St to Henry St & Atlantic Ave,2662,5.24
Subscriber,Pershing Square North,W 49 St & 8 Ave,Pershing Square North to W 49 St & 8 Ave,2662,10.61
Subscriber,E 13 St & Avenue A,E 15 St & 3 Ave,E 13 St & Avenue A to E 15 St & 3 Ave,2662,7.1
Subscriber,Barrow St & Hudson St,W 20 St & 11 Ave,Barrow St & Hudson St to W 20 St & 11 Ave,2661,13.24
Subscriber,Vesey Pl & River Terrace,Greenwich St & W Houston St,Vesey Pl & River Terrace to Greenwich St & W Houston St,2660,11.07
Subscriber,E 19 St & 3 Ave,Broadway & E 22 St,E 19 St & 3 Ave to Broadway & E 22 St,2660,5.39
Subscriber,W 21 St & 6 Ave,10 Ave & W 28 St,W 21 St & 6 Ave to 10 Ave & W 28 St,2658,9.11
Subscriber,W 44 St & 5 Ave,Broadway & W 32 St,W 44 St & 5 Ave to Broadway & W 32 St,2658,6.94
Subscriber,W 39 St & 9 Ave,W 26 St & 8 Ave,W 39 St & 9 Ave to W 26 St & 8 Ave,2657,7.6
Subscriber,Broadway & W 60 St,W 64 St & West End Ave,Broadway & W 60 St to W 64 St & West End Ave,2656,5.92
Subscriber,Lispenard St & Broadway,Bayard St & Baxter St,Lispenard St & Broadway to Bayard St & Baxter St,2655,4.59
Subscriber,Lafayette St & E 8 St,Lexington Ave & E 24 St,Lafayette St & E 8 St to Lexington Ave & E 24 St,2654,8.55
Subscriber,Shevchenko Pl & E 7 St,E 6 St & Avenue B,Shevchenko Pl & E 7 St to E 6 St & Avenue B,2654,5.22
Subscriber,E 24 St & Park Ave S,E 32 St & Park Ave,E 24 St & Park Ave S to E 32 St & Park Ave,2654,5.75
Subscriber,Greenwich St & Warren St,Little West St & 1 Pl,Greenwich St & Warren St to Little West St & 1 Pl,2652,10.09
Subscriber,44 Dr & Jackson Ave,46 Ave & 5 St,44 Dr & Jackson Ave to 46 Ave & 5 St,2651,7.01
Subscriber,Columbia St & Rivington St,Columbia St & Rivington St,Columbia St & Rivington St to Columbia St & Rivington St,2651,23.38
Subscriber,Forsyth St & Broome St,Suffolk St & Stanton St,Forsyth St & Broome St to Suffolk St & Stanton St,2651,6.1
Subscriber,2 Ave & E 31 St,St Marks Pl & 2 Ave,2 Ave & E 31 St to St Marks Pl & 2 Ave,2650,12.54
Subscriber,W 11 St & 6 Ave,W 18 St & 6 Ave,W 11 St & 6 Ave to W 18 St & 6 Ave,2649,4.44
Subscriber,Washington Pl & Broadway,Mercer St & Bleecker St,Washington Pl & Broadway to Mercer St & Bleecker St,2648,3.88
Subscriber,St James Pl & Oliver St,Maiden Ln & Pearl St,St James Pl & Oliver St to Maiden Ln & Pearl St,2648,6.02
Subscriber,W 52 St & 11 Ave,West St & Chambers St,W 52 St & 11 Ave to West St & Chambers St,2648,24.44
Subscriber,Christopher St & Greenwich St,Lafayette St & E 8 St,Christopher St & Greenwich St to Lafayette St & E 8 St,2648,11.64
Subscriber,Canal St & Rutgers St,Clinton St & Grand St,Canal St & Rutgers St to Clinton St & Grand St,2647,5.75
